Position #,FullName,Gender,Salary,Department,DepartmentName,Division,AssignmentCategory,Title,HiringAnalyst,VacancyStatus,VacancyDate,BudgetDate,PostingDate,InterviewDate,OfferDate,AcceptanceDate,SecurityCheckDate,HireDate
13309,"RICHOTTE, ELOY",M,"$64,531.00 ",SHF,Sheriff's Office,Sheriff Domestic Violence,Fulltime-Regular,Deputy Sheriff III,THOMAS WHITE,Filled,10/9/2006,10/20/2006,10/25/2006,11/19/2006,12/1/2006,12/11/2006,12/18/2006,1/16/2007
13310,"POLERA, DAN",M,"$163,705.24 ",CCL,County Council,Council Central Staff,Fulltime-Regular,Manager I,MARY SMITH,Filled,10/26/2006,11/11/2006,11/26/2006,12/15/2006,12/25/2006,1/5/2007,1/11/2007,1/15/2007
13311,"BUMPERS, MARKUS",M,"$44,825.99 ",DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,LINDA JONES,Filled,11/5/2006,11/9/2006,11/18/2006,12/2/2006,12/18/2006,12/28/2006,1/11/2007,1/15/2007
13312,"LOAEZA, WILLIAN",M,"$40,116.16 ",DLC,Department of Liquor Control,Liquor and Wine Delivery Operations,Fulltime-Regular,Warehouse Equipment Operator,JOHN BROWN,Filled,10/16/2006,10/31/2006,11/11/2006,12/5/2006,12/21/2006,12/27/2006,1/9/2007,1/15/2007
13313,"REXHEPI, WILL",M,"$68,261.13 ",DGS,Department of General Services,Fleet Management Fleet Services,Fulltime-Regular,Equipment Maintenance Crew Chief,PATRICIA WILLIAMS,Filled,10/28/2006,11/5/2006,11/17/2006,12/5/2006,12/17/2006,1/2/2007,1/8/2007,1/15/2007
13314,"SOKALSKI, VI",F,"$85,024.99 ",POL,Department of Police,ISB Criminal Investigations Division Crime Laboratory Section,Fulltime-Regular,Senior Forensic Scientist,JOSEPH JACKSON,Filled,10/26/2006,11/11/2006,11/18/2006,12/10/2006,12/24/2006,1/2/2007,1/5/2007,1/15/2007
13315,"SEARY, ALFREDA",F,"$73,434.00 ",DTS,Department of Technology Services,CIOs Office,Fulltime-Regular,Senior Executive Administrative Aide,MICHAEL GARCIA,Filled,10/16/2006,11/14/2006,11/21/2006,12/11/2006,12/22/2006,12/31/2006,1/5/2007,1/15/2007
13316,"TANSY, ANTIONE",M,"$60,473.00 ",COR,Correction and Rehabilitation,DS MCDC Custody and Security,Fulltime-Regular,Correctional Officer III (Corporal),JAMES JOHNSON,Filled,11/5/2006,11/17/2006,11/25/2006,12/11/2006,12/25/2006,12/30/2006,1/5/2007,1/15/2007
13317,"BROOMALL, KRYSTEN",F,"$57,562.27 ",POL,Department of Police,MSB Information Mgmt and Tech Division Records Management Section,Fulltime-Regular,Office Services Coordinator,CHARLES MOORE,Filled,11/8/2006,11/15/2006,11/21/2006,12/6/2006,12/21/2006,12/29/2006,1/5/2007,1/15/2007
13318,"KUNDRA, DWIGHT",M,"$46,762.68 ",DOT,Department of Transportation,Highway Services,Fulltime-Regular,Equipment Operator II,ROBERT MILLER,Filled,10/28/2006,11/8/2006,11/18/2006,12/7/2006,12/17/2006,12/28/2006,1/5/2007,1/15/2007
13319,"STEENHARD, TED",M,"$53,211.93 ",POL,Department of Police,MSB Information Mgmt and Tech Division Telephone Reporting Section,Fulltime-Regular,Public Safety Telephone Reporting Aide II,CHARLES MOORE,Filled,11/6/2006,11/16/2006,11/26/2006,12/4/2006,12/15/2006,12/26/2006,1/5/2007,1/15/2007
13320,"GIUNTOLI, KANDACE",F,"$46,394.90 ",POL,Department of Police,FSB Security Services Division,Fulltime-Regular,Security Officer I,MARGARET MARTIN,Filled,10/10/2006,10/30/2006,11/13/2006,12/6/2006,12/22/2006,12/26/2006,1/4/2007,1/15/2007
13321,"ZIESCHANG, KATIA",F,"$109,957.05 ",COR,Correction and Rehabilitation,DS Health Services,Fulltime-Regular,Manager III,JAMES JOHNSON,Filled,11/25/2006,11/30/2006,12/2/2006,12/15/2006,12/24/2006,12/27/2006,1/1/2007,1/15/2007
13322,"KIELMA, TAMMIE",F,"$58,947.56 ",POL,Department of Police,MSB Communications Division,Fulltime-Regular,Public Safety Communications Specialist III,DOROTHY THOMPSON,Filled,9/17/2006,10/7/2006,10/27/2006,11/21/2006,12/2/2006,12/16/2006,1/1/2007,1/15/2007
13323,"POHLE, DELANA",F,"$48,714.65 ",POL,Department of Police,PSB 4th District Patrol,Fulltime-Regular,Police Services Assistant,DOROTHY THOMPSON,Filled,10/15/2006,10/24/2006,11/9/2006,11/27/2006,12/11/2006,12/22/2006,12/31/2006,1/15/2007
13324,"SHILLINGS, ROLLAND",M,"$48,862.15 ",POL,Department of Police,PSB 1st District Patrol,Fulltime-Regular,Police Services Assistant,JOSEPH JACKSON,Filled,10/13/2006,10/29/2006,11/5/2006,11/28/2006,12/11/2006,12/25/2006,12/30/2006,1/15/2007
13325,"ZUK, DINO",M,"$54,132.07 ",POL,Department of Police,ISB Criminal Investigations Division,Fulltime-Regular,Crime Analyst,JOSEPH JACKSON,Filled,10/22/2006,11/3/2006,11/7/2006,11/25/2006,12/9/2006,12/20/2006,12/29/2006,1/15/2007
13326,"HOPPA, CORENE",F,"$45,974.83 ",POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,Fulltime-Regular,Traffic Enforcement Field Service Technician II,JOSEPH JACKSON,Filled,10/28/2006,11/6/2006,11/9/2006,11/30/2006,12/11/2006,12/18/2006,12/29/2006,1/15/2007
13327,"MCLUEN, STARR",F,"$71,024.20 ",OLO,Office of Legislative Oversight,Legislative Oversight Staff,Fulltime-Regular,Administrative Specialist I,SUSAN HERNANDEZ,Filled,11/11/2006,11/16/2006,11/22/2006,12/13/2006,12/25/2006,1/3/2007,1/9/2007,1/14/2007
13328,"VANCHERI, RHEBA",F,"$75,091.94 ",CCL,County Council,Council Central Staff,Fulltime-Regular,Legislative Analyst III,MARY SMITH,Filled,10/22/2006,11/6/2006,11/18/2006,12/10/2006,12/23/2006,12/30/2006,1/9/2007,1/14/2007
13329,"MASTROVITO, NORMAND",M,"$46,394.90 ",DOT,Department of Transportation,Transit Nicholson Ride On,Fulltime-Regular,Bus Operator,LINDA JONES,Filled,10/28/2006,11/1/2006,11/16/2006,12/5/2006,12/18/2006,12/26/2006,1/8/2007,1/14/2007
13330,"ZELIFF, DARIN",M,"$46,394.90 ",DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,ROBERT MILLER,Filled,10/30/2006,11/10/2006,11/26/2006,12/14/2006,12/25/2006,1/3/2007,1/7/2007,1/14/2007
13331,"FLENORY, NOEL",M,"$80,847.18 ",DOT,Department of Transportation,Highway Services,Fulltime-Regular,District Supervisor,ROBERT MILLER,Filled,11/1/2006,11/16/2006,12/1/2006,12/16/2006,12/24/2006,12/28/2006,1/6/2007,1/14/2007
13332,"PATAKY, SANTO",M,"$44,535.87 ",DOT,Department of Transportation,Highway Services,Fulltime-Regular,Equipment Operator I,ROBERT MILLER,Filled,10/8/2006,10/23/2006,11/4/2006,11/28/2006,12/16/2006,12/25/2006,1/6/2007,1/14/2007
13333,"GOLBERT, DENNA",F,"$46,394.90 ",DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,ROBERT MILLER,Filled,11/4/2006,11/16/2006,11/25/2006,12/12/2006,12/23/2006,12/28/2006,1/4/2007,1/14/2007
13334,"STEEVE, MYRON",M,"$61,507.92 ",DOT,Department of Transportation,Parking Management Operations,Fulltime-Regular,Supervisor Parking Meter Unit,ROBERT MILLER,Filled,10/16/2006,11/6/2006,11/12/2006,12/2/2006,12/17/2006,12/27/2006,1/3/2007,1/14/2007
13335,"MERRIFIELD, NAKESHA",F,"$52,176.04 ",HHS,Department of Health and Human Services,Income Supports,Fulltime-Regular,Income Assistance Program Specialist II,JENNIFER MARTINEZ,Filled,10/31/2006,11/8/2006,11/18/2006,12/6/2006,12/23/2006,12/29/2006,1/2/2007,1/14/2007
13336,"ALMASRI, FREDRIC",M,"$41,844.61 ",POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,Fulltime-Regular,Traffic Enforcement Field Service Technician II,THOMAS WHITE,Filled,10/29/2006,11/14/2006,11/21/2006,12/12/2006,12/19/2006,12/28/2006,1/1/2007,1/14/2007
13337,"BELLEMARE, HARLAND",M,"$67,715.00 ",POL,Department of Police,PSB 6th District Patrol,Fulltime-Regular,Police Officer III,DOROTHY THOMPSON,Filled,10/4/2006,10/12/2006,10/25/2006,11/17/2006,12/2/2006,12/17/2006,12/25/2006,1/14/2007
13338,"REFSLAND, HARLAND",M,"$43,309.38 ",DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,ROBERT MILLER,Filled,11/16/2006,11/25/2006,12/7/2006,12/25/2006,12/31/2006,1/6/2007,1/10/2007,1/13/2007
13339,"MEDCALF, SETH",M,"$51,034.40 ",DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Transit Coordinator,ROBERT MILLER,Filled,11/5/2006,11/18/2006,11/24/2006,12/13/2006,12/26/2006,1/1/2007,1/9/2007,1/13/2007
13340,"REVIERE, YESENIA",F,"$59,471.39 ",HHS,Department of Health and Human Services,Medical Assistance Eligibility Services,Fulltime-Regular,Income Assistance Program Specialist II,DAVID ANDERSON,Filled,10/23/2006,11/11/2006,11/22/2006,12/14/2006,12/26/2006,1/1/2007,1/8/2007,1/13/2007
13341,"KESSINGER, ANNETTA",F,"$47,431.23 ",BOA,Board of Appeals Department,Board of Appeals Division,Fulltime-Regular,Office Services Coordinator,MARY SMITH,Filled,10/19/2006,10/29/2006,11/7/2006,11/22/2006,12/9/2006,12/24/2006,1/8/2007,1/13/2007
13342,"PRUIM, BEE",F,"$111,319.45 ",DEP,Department of Environmental Protection,Solid Waste Services Collection Operations,Fulltime-Regular,Manager III,JAMES JOHNSON,Filled,11/6/2006,11/18/2006,11/20/2006,12/5/2006,12/18/2006,12/29/2006,1/7/2007,1/13/2007
13343,"MATKOWSKI, SCOTT",M,"$60,731.84 ",DGS,Department of General Services,Fleet Management Fleet Services,Fulltime-Regular,Mechanic Technician II,PATRICIA WILLIAMS,Filled,10/16/2006,11/4/2006,11/12/2006,11/26/2006,12/11/2006,12/27/2006,1/5/2007,1/13/2007
13344,"BRAVIN, NENA",F,"$228,383.00 ",HHS,Department of Health and Human Services,Director's Office,Fulltime-Regular,Director Department of Health and Human Services,JENNIFER MARTINEZ,Filled,10/27/2006,11/9/2006,11/16/2006,12/4/2006,12/17/2006,12/29/2006,1/3/2007,1/13/2007
13345,"MCHALEY, MILAN",M,"$210,143.00 ",DGS,Department of General Services,Director,Fulltime-Regular,Director Department of General Services,PATRICIA WILLIAMS,Filled,10/21/2006,11/5/2006,11/11/2006,11/29/2006,12/12/2006,12/24/2006,1/2/2007,1/13/2007
13346,"HANESWORTH, ASHLEE",F,"$111,882.81 ",DTS,Department of Technology Services,EASD - ERP Applications Support,Fulltime-Regular,Senior Information Technology Specialist,MICHAEL GARCIA,Filled,10/18/2006,11/3/2006,11/14/2006,12/4/2006,12/17/2006,12/25/2006,1/1/2007,1/13/2007
13347,"SUKOVICH, YUKIKO",F,"$53,442.81 ",REC,Department of Recreation,Finance/Payroll/Budget,Fulltime-Regular,Program Aide,THOMAS WHITE,Filled,10/24/2006,11/5/2006,11/9/2006,12/1/2006,12/15/2006,12/27/2006,12/31/2006,1/13/2007
13348,"WURZBACH, NICKY",M,"$67,050.35 ",POL,Department of Police,MSB Information Management and Technology Division,Fulltime-Regular,Information Technology Technician III,JOSEPH JACKSON,Filled,10/26/2006,11/6/2006,11/22/2006,12/6/2006,12/15/2006,12/25/2006,12/31/2006,1/13/2007
13349,"KASISCHKE, SHARELL",F,"$18,965.81 ",POL,Department of Police,FSB Traffic Division School Safety Section,Parttime-Regular,Crossing Guard,MARGARET MARTIN,Filled,10/25/2006,11/7/2006,11/12/2006,12/1/2006,12/13/2006,12/21/2006,12/30/2006,1/13/2007
13350,"GELBACH, ASIA",F,"$45,347.24 ",CAT,County Attorney's Office,Finance and Procurement,Fulltime-Regular,Office Services Coordinator,MARY SMITH,Filled,10/7/2006,10/26/2006,11/6/2006,11/28/2006,12/13/2006,12/20/2006,12/30/2006,1/13/2007
13351,"KERWICK, LYMAN",M,"$159,383.00 ",HHS,Department of Health and Human Services,Chief Special Needs Housing,Fulltime-Regular,Chief Special Needs Housing,MARIA TAYLOR,Filled,10/21/2006,11/12/2006,11/20/2006,12/7/2006,12/17/2006,12/19/2006,12/30/2006,1/13/2007
13352,"MARTOCCIA, ORPHA",F,"$46,396.19 ",DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,ROBERT MILLER,Filled,10/21/2006,11/4/2006,11/10/2006,12/4/2006,12/20/2006,12/31/2006,1/7/2007,1/12/2007
13353,"WHAPLES, HARLAND",M,"$46,394.89 ",DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,LINDA JONES,Filled,11/7/2006,11/16/2006,11/24/2006,12/9/2006,12/21/2006,12/29/2006,1/6/2007,1/12/2007
13354,"DOBRANSKI, STEVEN",M,"$46,396.18 ",DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,BARBARA DAVIS,Filled,11/7/2006,11/20/2006,11/29/2006,12/12/2006,12/19/2006,12/25/2006,1/5/2007,1/12/2007
13355,"PORAMBO, BRYANNA",F,"$29,340.80 ",LIB,Department of Public Libraries,Quince Orchard Library,Parttime-Regular,Librarian I,SUSAN HERNANDEZ,Filled,10/31/2006,11/13/2006,11/23/2006,12/17/2006,12/26/2006,12/29/2006,1/2/2007,1/12/2007
13356,"ORRILL, ED",M,"$46,396.18 ",DOT,Department of Transportation,Transit Nicholson Ride On,Fulltime-Regular,Bus Operator,LINDA JONES,Filled,10/28/2006,11/7/2006,11/13/2006,12/1/2006,12/8/2006,12/17/2006,12/28/2006,1/12/2007
13357,"WHITEHAWK, BUFORD",M,"$102,153.00 ",CEX,Offices of the County Executive,Planning Implementation,Fulltime-Regular,Senior Planning Specialist,MARY SMITH,Filled,11/1/2006,11/11/2006,11/22/2006,12/11/2006,12/22/2006,12/29/2006,1/3/2007,1/11/2007
13358,"AMTHOR, DEMARCUS",M,"$67,715.00 ",POL,Department of Police,PSB 4th District Special Assignment Team,Fulltime-Regular,Police Officer III,CHARLES MOORE,Filled,11/10/2006,11/26/2006,12/1/2006,12/21/2006,12/26/2006,12/31/2006,1/2/2007,1/11/2007
13359,"POWIS, REMONA",F,"$50,572.08 ",COR,Correction and Rehabilitation,DS Inmate Records,Fulltime-Regular,Correctional Records Technician,JAMES JOHNSON,Filled,10/26/2006,11/13/2006,11/15/2006,12/9/2006,12/23/2006,12/26/2006,1/2/2007,1/11/2007
13360,"BERKEN, CARMA",F,"$67,715.00 ",POL,Department of Police,PSB 6th District Patrol,Fulltime-Regular,Police Officer III,CHARLES MOORE,Filled,11/5/2006,11/12/2006,11/15/2006,12/6/2006,12/20/2006,12/23/2006,1/2/2007,1/11/2007
13361,"ROTAR, DONITA",F,"$57,988.53 ",HHS,Department of Health and Human Services,Medical Assistance Eligibility Services,Fulltime-Regular,Income Assistance Program Specialist II,DAVID ANDERSON,Filled,10/31/2006,11/7/2006,11/16/2006,12/3/2006,12/13/2006,12/23/2006,1/2/2007,1/11/2007
13362,"SCHAEPER, SCOTTIE",F,"$35,563.30 ",DGS,Department of General Services,Facilities Maintenance,Fulltime-Regular,Building Services Worker II,PATRICIA WILLIAMS,Filled,10/7/2006,10/25/2006,11/4/2006,11/27/2006,12/10/2006,12/27/2006,1/1/2007,1/11/2007
13363,"TESSON, EVAN",F,"$108,076.04 ",CCL,County Council,Council Central Staff,Fulltime-Regular,Legislative Analyst III,MARY SMITH,Filled,10/18/2006,11/3/2006,11/12/2006,11/28/2006,12/10/2006,12/24/2006,12/31/2006,1/11/2007
13364,"LEVAN, ORVAL",M,"$66,639.69 ",COR,Correction and Rehabilitation,DS Food Services,Fulltime-Regular,Correctional Dietary Officer II,MARY SMITH,Filled,10/12/2006,10/27/2006,11/8/2006,12/4/2006,12/16/2006,12/23/2006,12/30/2006,1/11/2007
13365,"ALDEN, HERMINE",F,"$63,240.00 ",HHS,Department of Health and Human Services,Positive Youth Development,Fulltime-Regular,Program Specialist II,RICHARD THOMAS,Filled,10/13/2006,10/28/2006,11/4/2006,11/22/2006,12/4/2006,12/19/2006,12/28/2006,1/11/2007
13366,"WAHDAN, GARRY",M,"$67,715.00 ",POL,Department of Police,PSB 3rd District Patrol,Fulltime-Regular,Police Officer III,CHARLES MOORE,Filled,11/5/2006,11/18/2006,11/24/2006,12/6/2006,12/13/2006,12/18/2006,12/26/2006,1/11/2007
13367,"DOUGAL, CATHEY",F,"$32,984.96 ",HHS,Department of Health and Human Services,Early Childhood Services,Parttime-Regular,Program Specialist II,RICHARD THOMAS,Filled,10/16/2006,10/29/2006,11/5/2006,11/25/2006,12/8/2006,12/18/2006,12/25/2006,1/11/2007
13368,"MALCOLMSON, ARMAND",M,"$67,715.00 ",POL,Department of Police,PSB 2nd District Patrol,Fulltime-Regular,Police Officer III,DOROTHY THOMPSON,Filled,9/30/2006,10/19/2006,11/2/2006,11/23/2006,12/6/2006,12/15/2006,12/24/2006,1/11/2007
13369,"LEICHTY, CRAIG",M,"$44,535.87 ",DOT,Department of Transportation,Highway Services,Fulltime-Regular,Equipment Operator I,BARBARA DAVIS,Filled,10/31/2006,11/14/2006,11/19/2006,12/1/2006,12/12/2006,12/22/2006,1/6/2007,1/10/2007
13370,"REDRICK, DAWNE",F,"$44,825.99 ",DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,BARBARA DAVIS,Filled,10/24/2006,11/11/2006,11/22/2006,12/11/2006,12/24/2006,12/26/2006,1/4/2007,1/10/2007
13371,"BRYANT, NORBERT",M,"$58,178.39 ",HHS,Department of Health and Human Services,Medical Assistance Eligibility Services,Fulltime-Regular,Income Assistance Program Specialist II,DAVID ANDERSON,Filled,11/1/2006,11/13/2006,11/19/2006,12/5/2006,12/17/2006,12/24/2006,1/3/2007,1/10/2007
13372,"ABUGHAZALEH, ABRAM",M,"$51,034.40 ",DOT,Department of Transportation,Transit Safety and Instruction,Fulltime-Regular,Safety and Training Instructor,ROBERT MILLER,Filled,10/28/2006,11/8/2006,11/18/2006,12/9/2006,12/16/2006,12/21/2006,1/3/2007,1/10/2007
13373,"SANKO, DEANGELO",M,"$71,004.38 ",DOT,Department of Transportation,Transit Special Transportation and Medicaid,Fulltime-Regular,Program Manager I,ROBERT MILLER,Filled,10/30/2006,11/11/2006,11/21/2006,12/3/2006,12/9/2006,12/21/2006,1/3/2007,1/10/2007
13374,"NERLAND, BECKI",F,"$54,131.79 ",HHS,Department of Health and Human Services,Child Welfare Services,Fulltime-Regular,Income Assistance Program Specialist II,DAVID ANDERSON,Filled,11/5/2006,11/17/2006,11/21/2006,12/11/2006,12/22/2006,12/26/2006,1/2/2007,1/10/2007
13375,"SEPANIK, REID",M,"$41,755.41 ",DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Motor Pool Attendant,ROBERT MILLER,Filled,10/22/2006,11/1/2006,11/16/2006,12/6/2006,12/16/2006,12/26/2006,1/2/2007,1/10/2007
13376,"BOCHETTE, MARCELLA",F,"$44,825.99 ",DOT,Department of Transportation,Transit Nicholson Ride On,Fulltime-Regular,Bus Operator,BARBARA DAVIS,Filled,11/3/2006,11/16/2006,11/21/2006,12/6/2006,12/16/2006,12/22/2006,1/2/2007,1/10/2007
13377,"SORINA, SADIE",F,"$44,825.99 ",DOT,Department of Transportation,Transit Nicholson Ride On,Fulltime-Regular,Bus Operator,ROBERT MILLER,Filled,10/20/2006,11/5/2006,11/14/2006,11/28/2006,12/12/2006,12/25/2006,12/31/2006,1/10/2007
13378,"MELICH, PHIL",M,"$34,044.43 ",DLC,Department of Liquor Control,Beer Delivery Operations,Fulltime-Regular,Warehouse Worker,JOHN BROWN,Filled,10/13/2006,10/27/2006,11/6/2006,11/25/2006,12/7/2006,12/18/2006,12/31/2006,1/10/2007
13379,"PHILBURN, WELDON",M,"$36,469.53 ",DLC,Department of Liquor Control,Liquor and Wine Delivery Operations,Fulltime-Regular,Warehouse Worker,JOHN BROWN,Filled,10/11/2006,10/29/2006,11/7/2006,12/1/2006,12/16/2006,12/21/2006,12/30/2006,1/10/2007
13380,"LORENZO, PRESTON",M,"$80,976.19 ",DGS,Department of General Services,Fleet Management Fleet Services,Fulltime-Regular,Equipment Maintenance Crew Chief,PATRICIA WILLIAMS,Filled,10/17/2006,11/4/2006,11/14/2006,12/2/2006,12/15/2006,12/20/2006,12/29/2006,1/10/2007
13381,"BYRNE, DOREATHA",F,"$64,742.86 ",DGS,Department of General Services,Fleet Management Services,Fulltime-Regular,Fiscal Assistant,PATRICIA WILLIAMS,Filled,10/20/2006,10/30/2006,11/15/2006,12/3/2006,12/13/2006,12/18/2006,12/28/2006,1/10/2007
13382,"SORMAN, DARNELL",M,"$58,946.36 ",POL,Department of Police,FSB Animal Services Division,Fulltime-Regular,Code Enforcement Inspector III,JOSEPH JACKSON,Filled,10/9/2006,11/2/2006,11/13/2006,12/5/2006,12/15/2006,12/23/2006,12/27/2006,1/10/2007
13383,"KLADIS, ANDREW",M,"$42,757.62 ",DLC,Department of Liquor Control,Liquor and Wine Delivery Operations,Fulltime-Regular,Warehouse Equipment Operator,JOHN BROWN,Filled,10/19/2006,10/30/2006,11/10/2006,11/26/2006,12/5/2006,12/18/2006,12/26/2006,1/10/2007
13384,"HELMA, MILTON",M,"$89,760.00 ",CAT,County Attorney's Office,Finance and Procurement,Fulltime-Regular,Assistant County Attorney III,MARY SMITH,Filled,10/1/2006,10/18/2006,10/21/2006,11/10/2006,11/30/2006,12/14/2006,12/23/2006,1/10/2007
13385,"AURIOLES, DARLA",F,"$121,882.31 ",HHS,Department of Health and Human Services,Chief Operating Officer,Fulltime-Regular,Manager II,DAVID ANDERSON,Filled,10/20/2006,10/28/2006,11/11/2006,12/3/2006,12/19/2006,12/28/2006,1/5/2007,1/9/2007
13386,"KARDAS, ADRIAN",M,"$46,394.90 ",DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,ROBERT MILLER,Filled,10/12/2006,10/30/2006,11/8/2006,11/29/2006,12/8/2006,12/23/2006,1/3/2007,1/9/2007
13387,"RAPOLLA, REVA",F,"$54,741.23 ",HHS,Department of Health and Human Services,Home Care Services,Fulltime-Regular,Community Services Aide III,RICHARD THOMAS,Filled,11/7/2006,11/18/2006,11/24/2006,12/9/2006,12/19/2006,12/25/2006,1/2/2007,1/9/2007
13388,"MONTONE, NED",M,"$79,304.02 ",HHS,Department of Health and Human Services,Jail Addiction Services,Fulltime-Regular,Therapist II,JENNIFER MARTINEZ,Filled,10/16/2006,10/25/2006,11/4/2006,11/23/2006,12/5/2006,12/17/2006,12/30/2006,1/9/2007
13389,"BYLIN, CHAD",M,"$45,974.83 ",POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,Fulltime-Regular,Traffic Enforcement Field Service Technician II,CHARLES MOORE,Filled,11/2/2006,11/12/2006,11/21/2006,12/6/2006,12/16/2006,12/22/2006,12/28/2006,1/9/2007
13390,"PETZ, MORTON",M,"$62,293.37 ",POL,Department of Police,MSB Personnel Division,Fulltime-Regular,Administrative Specialist II,JOSEPH JACKSON,Filled,10/31/2006,11/9/2006,11/17/2006,12/4/2006,12/14/2006,12/20/2006,12/27/2006,1/9/2007
13391,"FARELLA, GENEVIEVE",F,"$60,473.00 ",COR,Correction and Rehabilitation,DS MCDC Custody and Security,Fulltime-Regular,Correctional Officer III (Corporal),JAMES JOHNSON,Filled,11/2/2006,11/17/2006,11/20/2006,12/6/2006,12/17/2006,12/19/2006,12/25/2006,1/9/2007
13392,"ZELL, GAYLORD",M,"$48,899.39 ",DGS,Department of General Services,Fleet Management Fleet Services,Fulltime-Regular,Autobody Repairer,PATRICIA WILLIAMS,Filled,10/10/2006,10/27/2006,11/1/2006,11/20/2006,12/8/2006,12/14/2006,12/23/2006,1/9/2007
13393,"LITSKY, INA",F,"$43,308.58 ",POL,Department of Police,MSB Information Mgmt and Tech Division Records Management Section,Fulltime-Regular,Police Aide,DOROTHY THOMPSON,Filled,10/1/2006,10/20/2006,10/30/2006,11/26/2006,12/8/2006,12/15/2006,12/22/2006,1/9/2007
13394,"PETRICH, JANNET",F,"$67,013.21 ",COR,Correction and Rehabilitation,DS Intake Classification and Re-Entry Services,Fulltime-Regular,Correctional Specialist III,MARY SMITH,Filled,10/17/2006,10/27/2006,11/3/2006,11/17/2006,11/28/2006,12/8/2006,12/20/2006,1/9/2007
